cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","3/31/2015","5/17/2015","SM","304 High Street","DELMARVA BANCSHARES, INC.","3","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","10/31/2014","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","www.1880bank.com","33","194321","21962","19725","37455","3","120273","1480","0","2958","989","0","10681","194321","172312","167972","118335","167972","81.8555057062275","0","0","0","0","4340","22009","22009","0","10742","26165","-14898","0","2520","0","417","177456","47955","193082","193082","126131","193807","8546","1687","0","6859","13633","4829","0","0","15291","21959","1573","15291","0"
"33785","15377","2713920","3063622","1919 Investment Counsel & Trust Company,  National Association","Baltimore","MD","21202","3/31/2015","5/17/2015","N","100 Light Street","STIFEL FINANCIAL CORP.","1","0","0","7","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","2/16/1993","9/29/1999","10/8/2014","Stock","0","1","OCC","DIF","New York","KANSAS CITY","Baltimore","Richmond","Northeastern","Southeast","http://www.1919ic.com","103","66027","9798","9798","13414","0","0","0","0","540","0","0","42275","66027","19478","500","500","500","50","0","0","0","0","18978","46549","46549","0","0","75031","-28482","0","0","0","2","23212","0","66168.5","66168.5","31915","48214","0","0","0","0","500","0","0","0","0","33231","0","0","0"
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","3/31/2015","5/17/2015","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.1stadvantagebank.com","16","80411","4748","4037","2971","0","64851","940","0","1869","5478","0","494","80411","73510","71330","61497","71330","64.8796759590183","0","0","2063","0","117","6901","6901","0","534","14363","-7996","0","3769","0","152","71859","5933","78281","78281","69388","77184","0","0","0","0","5780","3047","2063","0","5345","6845","868","5345","0"
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","3/31/2015","5/17/2015","SM","201 North Wilbur","1ST UNITED BANCORPORATION, INC.","1","0","0","2","1","Richland","","","6/9/1975","6/9/1975","9/20/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.our1stbank.com","9","48825","24214","20906","0","0","22851","993","0","1095","0","0","665","48824","43971","43846","38098","43846","89.896479387085","0","0","0","0","125","4853","4853","0","657","3989","207","0","0","0","360","43757","2549","50949.5","50949.5","25012","49748","0","0","0","0","0","0","0","0","4570","4853","993","4570","0"
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","3/31/2015","5/17/2015","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www/1stbankandtrust.com","45","127198","6740","564","42493","2270","68812","1015","0","5891","0","0","992","127198","116713","116479","81209","116479","85.9281514228078","0","0","0","0","234","10485","10485","0","500","752","9233","0","170","0","656","114139","47114","127750","127750","75379","130856","0","0","0","0","1846","662","0","0","3758","10047","941","3758","0"
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","3/31/2015","5/17/2015","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.1stbankseaisle.com","40","226507","24730","22400","8814","3000","173277","1347","0","5527","1563","0","9596","226507","203099","198811","170854","198811","78.7161805314542","0","0","0","0","4288","23408","23408","0","100","0","23308","0","3568","0","605","207491","96880","229938.5","229938.5","147295","225820","5748","5748","0","0","12291","10831","0","0","20815","23408","1347","20815","0"
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","3/31/2015","5/17/2015","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","4","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","2/21/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","http://www.1stbankyuma.com","54","226580","15820","4726","31866","8710","157746","1657","0","3743","0","1822","6873","226580","203012","201791","128506","201791","78.3637003305105","0","0","0","0","1221","23568","23568","0","5165","9820","8583","0","2927","447","857","203048","79476","220437.5","220437.5","177293","219586","4458","1656","0","2802","9580","3648","0","0","37649","21423","1679","37649","0"
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","3/31/2015","5/17/2015","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.1stcameron.com","15","54370","15212","13989","8930","50","28976","265","0","749","199","0","254","54370","49575","41764","34660","41764","86.6328338200795","7610","0","0","0","201","4795","4795","0","500","1337","2958","0","27","0","128","51945","11252","52590","52590","24996","52963","0","0","0","0","11113","426","0","0","3196","4795","0","3196","0"
"58485","0","3594797","0","1st Capital Bank","Monterey","CA","93940","3/31/2015","5/17/2015","NM","5 Harris Court, Bldg N, # No","","4","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","7/26/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.1stcapitalbank.com","66","480450","23980","15666","103779","0","342823","5537","0","1529","0","5","8334","480450","437950","436975","276287","436975","52.7758390674664","0","0","0","0","975","42500","42500","0","37779","1999","2722","0","100","100","1027","462268","145084","472656.5","472656.5","317043","473588","2441","0","0","2441","17990","13006","0","1136","61955","42211","3984","61955","0"
"57657","0","3247598","3602236","1st Century Bank,  National Association","Los Angeles","CA","90067","3/31/2015","5/17/2015","N","1875 Century Park East, # 14","1ST CENTURY BANCSHARES, INC.","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/1/2004","3/1/2004","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.1cbank.com","72","616620","60074","51959","72978","0","472093","7765","49","1640","0","0","9786","616620","558005","538228","215650","538228","55.1534831218694","0","49","17500","0","2228","58615","58615","0","49569","8278","768","0","632","0","1389","597030","121040","600904.5","600904.5","515004","594875","0","0","0","0","41072","3098","17500","0","143441","58136","6458","143441","5266"
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","3/31/2015","5/17/2015","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","4","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","http://www.1stcolonial.com","50","427920","5855","5181","147412","75","260774","4106","0","1417","1059","0","11328","427920","400170","380694","329835","380694","47.9459323155805","3221","0","15000","0","1255","27750","27750","0","1025","15849","10876","0","1685","0","1070","413442","180123","418384.5","418384.5","256050","413168","6361","5170","0","1191","26156","785","15000","7054","44192","27076","3211","44192","0"
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","3/31/2015","5/17/2015","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","3/13/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.1stcommunitybanks.com","17","70954","7689","3059","14774","1000","46030","363","0","877","0","0","584","70954","64878","61697","53610","61697","87.3834649747508","0","0","3000","0","181","6076","6076","0","200","1320","4556","0","410","0","420","64863","9694","70831.5","70831.5","48536","71200","0","0","0","0","13971","1555","3000","0","5800","6078","363","5800","0"
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","3/31/2015","5/17/2015","NM","2650 Route 130","1ST CONSTITUTION BANCORP","19","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","2/8/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.1stconstitution.com","179","1014876","11768","6400","221413","0","711538","7364","0","11406","5710","13604","39437","1014876","909618","810527","650593","810527","69.5346461069733","0","0","87718","0","11373","105258","105258","0","6061","69089","30108","0","5682","0","2812","939351","180421","985828","985828","875333","954604","21352","11485","0","9867","91530","988","87718","8708","293725","92543","7364","293725","0"
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","3/31/2015","5/17/2015","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","","9","96798","22539","21845","1723","3737","67529","969","0","497","0","0","773","96798","81901","78773","71329","78773","84.7237558542436","0","0","3000","0","128","14897","14897","0","2500","7750","4647","0","1969","0","162","94834","3592","98031","98031","64887","97674","235","235","0","0","7048","0","3000","0","1785","14897","811","1785","0"
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","3/31/2015","5/17/2015","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","","5","40213","7427","6833","0","645","31370","371","0","230","0","0","541","40213","32146","32038","31495","32038","82.4070895871688","0","0","0","0","108","8067","8067","0","1","7951","115","0","4538","0","81","38848","509","40593.5","40593.5","29475","40585","209","209","0","0","2490","0","0","0","396","8067","368","396","0"
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","3/31/2015","5/17/2015","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.1fbusa.com","371","731314","92221","85892","31204","0","530506","23829","0","39152","89","0","38142","731314","605760","533671","525754","533671","98.0790004287193","0","0","55581","0","16508","125554","125554","0","88","89912","35554","0","16557","0","6495","647602","2854","717259.5","717259.5","627509","744961","0","0","0","0","45024","44","0","0","2252721","125554","8041","2252721","34595"
"58548","0","3655081","0","1st Manatee Bank","Parrish","FL","34219","3/31/2015","5/17/2015","NM","12215 Us Highway 301 N","","3","0","0","4","0","Manatee","35840","North Port-Sarasota-Bradenton, FL","11/13/2007","11/13/2007","1/25/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","WWW.1STMANATEE.COM","29","128442","6650","5018","13833","0","98499","1072","0","5328","564","355","3213","128442","116640","116328","107423","116328","94.682249817385","0","0","0","0","312","11802","11802","0","5558","4621","1623","0","894","0","354","117350","85629","123033.5","123033.5","98055","123484","2016","1164","0","852","11545","7","0","0","10252","11549","1072","10252","0"
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","3/31/2015","5/17/2015","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","WWW.BANKWITH1ST.COM","58","125419","8632","5359","15273","2307","87688","1367","0","4036","1453","2105","3925","125419","110574","106068","86345","106068","81.9967436213566","0","0","4000","0","506","14845","14845","0","850","850","13145","0","2534","0","389","110627","59811","125533.5","125533.5","79341","124412","2052","1025","0","1027","8526","2076","4000","3769","13966","14224","981","13966","35774"
"3564","11706","737632","3437782","1st National Bank of South Florida","Homestead","FL","33030","3/31/2015","5/17/2015","N","1550 North Krome Avenue","HOMETOWN OF HOMESTEAD BANKING COMPANY","6","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","10/24/1932","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.1stnatbank.com","91","331273","21940","16052","72147","0","208823","2172","0","16689","5132","7","6535","331273","300142","268799","193504","268799","88.8735273348943","324","0","30000","0","1019","31131","31131","0","2083","62177","-33129","0","797","0","1059","297022","146257","325116.5","325116.5","219142","324323","0","0","0","0","8356","4374","30000","0","13177","30447","2172","13177","0"
"26977","10790","1000511","2421896","1st National Community Bank","East Liverpool","OH","43920","3/31/2015","5/17/2015","N","16924 St. Clair Avenue","TRI-STATE 1ST BANC, INC.","5","0","1","8","0","Columbiana","","","6/1/1987","6/1/1987","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.1stncb.com","47","138974","4415","2178","44090","16958","66125","825","0","2564","15","0","4807","138974","125649","122946","68626","122946","73.9065371915614","66","0","2000","0","637","13325","13325","0","2584","2611","8130","0","811","346","498","129351","52884","134668.5","134668.5","69323","133528","3227","3227","0","0","366","3083","2000","0","15094","12760","866","15094","0"
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","3/31/2015","5/17/2015","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","8","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","3/31/2006","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","WWW.FSBWA.COM","206","530745","16299","13966","44547","0","440154","6256","0","13041","0","3670","13034","530745","472529","439075","378514","439075","80.7140010248819","1100","0","27033","0","5321","58216","58216","0","0","15500","42716","0","1057","0","1762","498667","267264","515704.5","515704.5","465262","517261","6602","6602","0","0","53067","50","27033","34968","126644","57927","5828","126644","131650"
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","3/31/2015","5/17/2015","SM","100 North Michigan Street","1ST SOURCE CORPORATION","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","6/7/2008","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.1stsource.com","1137","4848183","70709","12513","790791","0","3638854","85098","10476","48814","1518","89048","197973","4848183","4201850","3870964","3035557","3870964","66.6823261171365","179179","10673","103649","0","37385","646333","646333","0","2818","273489","370026","0","26766","7352","13363","4442158","723639","4831869","4831869","4068737","4724262","60860","43138","0","17722","542873","34662","98433","22820","755574","560065","51425","755574","543798"
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","3/31/2015","5/17/2015","NM","4800 Fashion Sq Blvd, # 100","VALLEY FINANCIAL GROUP, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.1ststatebk.com","46","210960","35667","31870","18308","0","145119","2085","0","7341","1747","552","2226","210960","191618","183297","128588","183297","69.0832242582897","0","0","7808","0","513","19342","19342","800","6040","10238","2264","0","2542","75","424","195297","4362","213395.5","213395.5","176614","213529","0","0","0","0","8430","8080","7808","335","86921","19298","2085","86921","2403"
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","3/31/2015","5/17/2015","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","www.1ststatebankmc.com","4","30454","1804","1393","9172","7254","11820","148","0","111","0","0","293","30454","26959","26930","22559","26930","92.3570898292502","0","0","0","0","29","3495","3495","0","309","391","2795","0","142","0","115","29639","9143","29869","29869","12935","30896","0","0","0","0","262","94","0","0","1538","3420","148","1538","0"
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","3/31/2015","5/17/2015","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","15","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","http://www.1stsummit.com","169","906027","7674","64","423626","0","445485","5655","0","8013","213","339","20677","906027","825856","805382","749762","805382","84.4493139676776","0","0","14389","2000","4085","80171","80171","0","771","9363","70037","0","1780","0","3028","869175","706832","901602","901602","506958","897772","10527","6591","20","3916","49651","27754","14389","0","90035","75901","6228","90035","0"
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","3/31/2015","5/17/2015","NM","24 Commerce Drive","","3","0","0","4","0","Perry","","","12/13/2004","12/13/2004","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.1sttrustbankinc.com","41","190125","15155","8349","5618","10247","150917","955","0","6506","453","0","1229","190125","173219","172337","129441","172337","59.2131748545441","0","0","255","0","627","16906","16906","0","8558","5000","3348","0","2894","0","652","175131","45285","192751","192751","151714","193304","0","0","0","0","41932","11338","255","768","10129","16886","955","10129","0"
"31249","6607","350572","3800630","1st United Bank","Faribault","MN","55021","3/31/2015","5/17/2015","NM","430 4th St Nw","FARIBAULT FSL BANCORPORATION, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","WWW.1STUNITED.COM","34","142428","4125","2851","47287","0","84753","906","0","3188","1496","335","1244","142428","128905","125820","105130","125820","92.5018471292037","0","0","2897","0","188","13523","13523","0","77","8673","4773","0","0","0","551","134891","36556","141615.5","141615.5","103557","138451","0","0","0","0","2450","3092","2897","878","18027","12128","907","18027","1332"
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","3/31/2015","5/17/2015","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.21stcenturybank.com","45","359408","10827","9367","52054","0","269757","1702","0","9052","11444","0","6274","359408","313293","311925","296294","311925","81.9021127821236","0","0","0","0","1368","46115","46115","0","341","35659","10115","0","3211","823","1046","331178","45399","356258","356258","261967","354044","908","908","0","0","350","2937","0","0","28008","46584","1702","28008","0"
"91005","0","455253","3688089","5Star Bank","Colorado Springs","CO","80914","3/31/2015","5/17/2015","NM","Peterson Air Force Base, 455","5STAR FINANCIAL, LLC","4","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.5starbankus.com","27","168606","1560","42","10041","40450","113262","1190","0","2334","0","17","942","168606","130472","129748","117024","129748","80.8850389574358","0","0","0","0","724","38134","38134","0","385","18766","18983","0","779","0","394","163795","9529","170676","170676","125658","173440","0","0","0","0","4931","7","0","0","13060","37803","1190","13060","0"
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","3/31/2015","5/17/2015","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.ajsmithbank.com","43","209585","25418","21734","54418","0","114418","1070","0","3568","1616","5","10142","209585","180027","170139","147190","170139","91.0326023630305","0","0","6053","0","3835","29558","29558","0","6","15410","14142","0","2916","0","437","190570","114114","213359","213359","90585","213537","5754","5754","0","0","10315","1343","5000","0","8443","28834","1070","8443","0"
"35029","0","2775151","2775142","AB&T National Bank","Albany","GA","31708","3/31/2015","5/17/2015","N","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","1/1/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.abtgold.com","36","136463","11995","2740","11481","0","101169","1906","0","2674","1049","0","8095","136463","119053","111102","86522","111102","80.3285032850329","0","0","7731","0","220","17410","17410","0","3750","24389","-10729","0","77","0","400","115390","28457","140828.5","140828.5","102534","126498","0","0","0","0","5693","6761","2000","89","35317","11006","1289","35317","0"
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","3/31/2015","5/17/2015","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.abacusbank.com","94","232004","22538","21179","55303","0","135881","1687","0","5203","489","3126","9464","232004","196588","189180","132068","189180","94.0211329770645","0","0","6000","0","1408","35416","35416","0","2000","0","33416","0","191","0","732","212363","37646","237637","237637","130639","238346","0","0","0","0","7936","0","6000","0","4823","33590","1647","4823","0"
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","3/31/2015","5/17/2015","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.abbemae.com","22","60797","6780","6504","618","0","47373","567","0","1670","103","3777","476","60797","47021","45496","43326","45496","92.1038755602426","0","0","0","0","1525","13776","13776","0","0","0","13776","0","1979","0","252","54495","27414","60075.5","60075.5","45054","61314","0","0","0","0","2272","25","0","0","23626","13332","567","23626","0"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","3/31/2015","5/17/2015","SB","205 South Main St","","1","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.abbevillefirst.com","14","67171","2388","1851","20279","0","39408","666","0","511","313","0","4272","67171","59653","47950","46306","47950","98.4650677789364","0","0","11350","0","353","7518","7518","0","0","0","7518","0","384","0","332","61538","38454","66784.5","66784.5","35178","68575","3197","2038","1159","0","4592","400","11350","0","4230","7089","442","4230","0"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","3/31/2015","5/17/2015","NM","401 East Spruce Street","ABBY BANCORP, INC.","4","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.abbybank.com","74","323915","34460","32020","26742","0","245339","3816","0","8282","258","869","7965","323915","291930","289744","261423","289744","85.8207797312627","1509","0","0","0","677","31985","31985","0","3000","5027","23958","0","3254","0","770","304101","34890","326276.5","326276.5","255093","324437","5806","5806","0","0","18705","1689","0","1011","29113","31857","3196","29113","3219"
"11694","11442","4839","1143641","ABC Bank","Chicago","IL","60644","3/31/2015","5/17/2015","NM","5645 West Lake Street","GREATER CHICAGO FINANCIAL CORP.","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/10/1891","1/1/1934","6/1/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","WWW.ABCBANK.NET","88","334653","12490","7225","78786","0","233482","5475","0","5301","1501","0","3093","334653","297018","266893","219110","266893","83.6592863677951","6916","0","22000","0","1209","37635","37635","0","1875","14840","20920","0","11088","0","1402","319493","71270","336916.5","336916.5","258980","342742","0","0","0","0","25201","23345","22000","1807","25988","37177","3075","25988","495"
"26549","0","117672","0","Abington Bank","Abington","MA","2351","3/31/2015","5/17/2015","SM","6 Harrison Avenue","","1","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/21/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.theabingtonbank.com","23","120594","5746","3138","16200","161","92082","809","0","1199","0","133","5073","120594","109903","103645","90785","103645","90.5572815159292","0","0","5750","0","508","10691","10691","0","0","0","10691","0","2755","0","381","111581","55645","120564.5","120564.5","86408","121675","2600","2600","0","0","1812","555","5750","0","18573","10869","890","18573","0"
"19600","0","535753","2107707","Academy Bank, National Association","Colorado Springs","CO","80920","3/31/2015","5/17/2015","N","2835 Briargate Boulevard","DICKINSON FINANCIAL CORPORATION II","54","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/15/1966","6/15/1966","3/28/2008","Stock","0","0","OCC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","www.academybankco.com","293","309140","62716","38094","94695","0","134580","2943","0","5775","4921","337","6116","309140","261249","254416","177893","254416","85.9930130112035","0","0","0","0","6833","47891","47891","0","12000","2400","33491","0","2054","0","516","267369","143679","317102","317102","168437","313050","0","0","0","0","1158","2996","0","103","22484","46902","2130","22484","103"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","3/31/2015","5/17/2015","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","9/22/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.acbbank.net","22","97905","2041","252","17419","0","72258","1105","0","1527","0","0","4660","97905","89470","78686","57641","78686","74.8778741947232","118","0","10273","0","393","8435","8435","0","300","2667","5468","0","535","0","1505","89929","33527","97570","97570","82321","97518","1874","1874","0","0","7873","0","10273","0","11494","8413","1029","11494","0"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","3/31/2015","5/17/2015","NM","8712 West Dodge Road","3MV BANCORP, INC.","4","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","WWW.ACCESSBANK.COM","49","228677","5155","2280","25723","0","186852","2831","0","3942","0","79","6926","228677","206144","197780","130093","197780","66.9993027274473","0","0","6968","0","1396","22533","22533","0","593","18607","3333","0","337","0","668","214855","37866","227182.5","227182.5","204468","228569","4538","4538","0","0","22402","8491","6968","108","34300","22988","2559","34300","3161"
